Score %,Company name,Website URL,Gehaald punten,Mogelijke Punten,Uitleg score,Keyword,Date,Wat voor producten ze verkopen,Aantal SKU's,Kleinste product naam,Kleinste product URL,Kleinste product afmetingen ,Kleinste product gewicht,Grootste product naam,Grootste product URL,Grootste product afemtingen,Grootste product gewicht,Lichtste product naam,Lichtste product URL,Lichtste product afemtingen,Lichtste product gewicht,Zwaarste product naam,Zwaarste product URL,Zwaarste product afmetingen,Zwaarste product gewicht,Retour adress,Cutoff tijd,Cutoff Note,Waar ze hun producten naartoe sturen,Instagram,Facebook,Youtube,Tiktok,X,Linked In,Status Product/Bedrijfs Informatie,Google Rating,Google Total Reviews,Recent Review 1,Recent Review 2,Recent Review 3,Google Business Adress,Google Place ID,Status Google Reviews,TrustPilot Rating,TrustPilot Total Reviews,TrustPilot Recent Review 1,TrustPilot Recent Review 2,TrustPilot Recent Review 3,Date,TrustPilot URL,Status TrustPilot,Has Meta Ads,Meta active ads count,Meta Platforms,Meta Last ad run,Meta Ads runned last 30 days?,Meta Likes count,Meta Libary URL,Meta Page ID,Google has ads,Google Page ID,Google Latest ad,Ads runned last 30 days?,Status,Contact 1 First Name,Contact 1 Last Name,Contact 1 Position,Contact 1 Linked-In,Contact 2 First Name,Contact 2 Last Name,Contact 2 Position,Contact 2 Linked-In,Contact 3 First Name,Contact 3 Last Name,Contact 3 Position,Contact 3 Linked-In,Contact 4 First Name,Contact 4 Last Name,Contact 4 Position,Contact 4 Linked-In,Contact 5 First Name,Contact 5 Last Name,Contact 5 Position,Contact 5 Linked-In
84%,Dr. Jetske Ultee,https://www.dr-jetskeultee-skincare.be/ ,58,69,"Dr. Jetske Ultee scoorde hoog door het aantal SKU's en het gebruik van zowel Meta als Google Ads. Er ontbreekt echter cruciale informatie over de grootste productafmetingen en Trustpilot-beoordelingen, wat de score negatief beïnvloedde.",Colageen,2026-03-13 13:15:13,Huidverzorgingsproducten voor alle huidtypes,44,Concealer,https://www.dr-jetskeultee-skincare.be/producten/make-up/concealer.html,,4.2g,Suncover SPF 50,https://www.dr-jetskeultee-skincare.be/producten/lichaamsverzorging/suncover-spf-50.html,,,Concealer,https://www.dr-jetskeultee-skincare.be/producten/make-up/concealer.html,,4.2g,Bronzer,https://www.dr-jetskeultee-skincare.be/producten/make-up/bronzer.html,,11g,"null, null, null, null",,,,,,,,,,Done,4.6,41,"5/5 - IEF - (2 weken geleden): Beste skincare behandelingen ever !!!
Ik ben al een grote fan van hun producten.
Ik dacht, laat ik hun skincare centre ook eens bezoeken.
Het heeft mijn huid echt verbeterd.
Ook zijn ze allemaal zo vriendelijk en behulpzaam.
Ze hebben alvast een vast",5/5 - Wies Beijen (4 weken geleden): Wat een onwijs fijne ervaring heb ik hier gehad. Het pand an sich is al een feestje om binnen te treden. Daarna rustig en uitgebreid uitleg gekregen over mijn huid en eventuele verbeterpunten. Vervolgens direct over gegaan op behandeling. Famke heeft,5/5 - Karin Kreuger (2 maanden geleden): Mijn bezoek aan het Skincare Centre in Rotterdam voor een persoonlijke huidanalyse was een positieve ervaring. Een warme ontvangst in een ontspannen omgeving. Adequaat en professioneel. Er werd voldoende tijd genomen en er werd goed geluisterd. Het v,"Kon. Emmaplein 7, 3016 AA Rotterdam, Nederland",ChIJ6_daMWIzxEcRbC0lMmaxIEw,Complete,3.7,,"5/5 - Heel fijne en eerlijke producten, die echt werken en niet irriteren! Snelle verzending, steeds de volgende dag in huis! De beste huidverzorgingsproducten!  - September 28, 2021",/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/dr-jetskeultee-skincare.be,Complete,TRUE,9,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-06,Yes,34001,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=703152433053879,703152433053879,TRUE,AR06215292047859908609,2026-03-06,Yes,No Prospects,,,,,,,,,,,,,,,,,,,,
35%,Vitaminepillen.nl,https://www.vitaminepillen.nl/ ,29,82,"Vitaminepillen.nl scoort goed op Google Rating, maar heeft weinig Google Reviews en geen gegevens over TP Rating. Het ontbreken van advertenties op Meta en Google beïnvloedt de score negatief.",Colageen,2026-03-13 13:15:19,"Supplementen, vitamines en mineralen",65,Vitex Agnus Castus / Monnikspeper - 60 Plantcaps,https://www.vitaminepillen.nl/p/vitex-agnus-castus-monnikspeper-plantcapsules-60-stuks,50 x 20 x 10mm,12g,Wei Eiwit Isolaat - Naturel smaak - 900 gram,https://www.vitaminepillen.nl/p/wei-eiwit-isolaat-naturel-of-vanille-900-gram-poeder,200 x 100 x 300mm,900g,Vitex Agnus Castus / Monnikspeper - 60 Plantcaps,https://www.vitaminepillen.nl/p/vitex-agnus-castus-monnikspeper-plantcapsules-60-stuks,50 x 20 x 10mm,12g,Wei Eiwit Isolaat - Naturel smaak - 900 gram,https://www.vitaminepillen.nl/p/wei-eiwit-isolaat-naturel-of-vanille-900-gram-poeder,200 x 100 x 300mm,900g,"null, null, null, null",,,,,,,,,,Done,5,4,"5/5 - Audrey Bakker (een jaar geleden): Geweldige service!
Iets was even niet leverbaar en ik werd continue netjes op de hoogte gehouden per mail in een hele fijne tone of voice.","5/5 - Wouter A. (2 jaar geleden): Heldere website met goede uitleg over de verschillende vitamines.

Na bestelling de vitamines snel in huis.","5/5 - Tiny Konijn (3 jaar geleden): Vorige zomer deze site ontdekt. Wij een ouder echtpaar 69 en 66 jaar
merken kleine veranderingen in en op ons lijf.
Vandaar een paar keer per week wat toevoegingen aan ons dagelijks
eetpatroon.
Mijn man heeft last van nek artrose, op de race fiets ee","Bijlestaal 62, 1721 PW Broek op Langedijk, Nederland",ChIJvTmIwtq0MiERROg6AFAxLyM,Complete,,,/5 -   - ,/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/vitaminepillen.nl,Complete,FALSE,0,,,,,,103583148523414,FALSE,search_gM5dQzeGq7sxz8JqGvOlAjp3,,,1,Tim,Konijn,Owner,https://www.linkedin.com/in/timkonijn,,,,,,,,,,,,,,,,
32%,Anti-aging Supplementen,https://www.antiaging-supplementen.nl/ ,11,34,"Anti-aging Supplementen scoorde hoog op Google Rating, maar er ontbreekt cruciale data over SKU's, productgrootte en gewicht, wat de score aanzienlijk verlaagt. Bovendien zijn er geen recente advertenties op Meta of Google, wat de zichtbaarheid beperkt.",Colageen,2026-03-13 13:15:26,Voedingssupplementen en anti-aging producten,,,,,,,,,,,,,,,,,,"null, null, null, null",,,,,,,,,,Done,5,32,5/5 - Hans vd Glind (2 jaar geleden): Gebruik sinds kort goodnightsupport ivm slaapproblemen. Moest even een dag of 10 er aan wennen maar daarna werkt het prima! Slaap ongeveer 6 uur per nacht na inname ipv 4 uur. Kan het iedereen aanbevelen die te maken hebben met ernstige slaapprobleme,"5/5 - Mick Vels (3 jaar geleden): Goed product, als fanatiek hardloper merk ik zeker verschil sinds het gebruik van de sport support, merkbaar meer energie de perfecte ondersteuning bij mijn voeding.
Iedereen aan te raden!",5/5 - Mink Sybesma (3 jaar geleden): Ik ben sinds kort begonnen met de supplementen van supplementen.nl ik gebruik weight management ter ondersteuning van het afvallen en het bevalt me goed. ook was het binnen een dag in huis. echt een aanrader ter ondersteuning van het afvallen!,"Valkenkamp 138, 3607 LH Maarssen, Nederland",ChIJO8dsXWStxUcRcWCacWNjFGc,Complete,,,,,,,https://www.trustpilot.com/review/antiaging-supplementen.nl,Failed,FALSE,0,,,,,,,FALSE,search_o87gAV43YWhx9qYAXk1PwrlO,,,No Prospects,,,,,,,,,,,,,,,,,,,,
60%,Natuurlijk Presteren,https://www.natuurlijkpresteren.nl/ ,54,90,"Natuurlijk Presteren scoorde goed op het aantal SKUs en het gewicht van hun producten, wat hun logistieke eenvoud benadrukt. Echter, de grootste productafmetingen en het ontbreken van TP-gegevens hebben hun score aanzienlijk verlaagd. Hun online aanwezigheid via Google en Meta Ads is sterk, maar de afwezigheid van TP-informatie is een gemiste kans.",Colageen,2026-03-13 13:15:34,Natuurlijke supplementen voor gezondheid en welzijn,81,B12 Premium,https://www.natuurlijkpresteren.nl/products/b12-premium,10 x 10 x 30mm,20g,Cholesterol Premium Bundel - 4 maanden,https://www.natuurlijkpresteren.nl/products/premium-cholesterol-bundel-4-maanden,200 x 200 x 300mm,800g,B12 Premium,https://www.natuurlijkpresteren.nl/products/b12-premium,10 x 10 x 30mm,20g,Healthboost Green Juice,https://www.natuurlijkpresteren.nl/products/healthboost,100 x 100 x 250mm,300g,"Ramgatseweg 11H, 4941VN, Raamsdonksveer, Nederland",23:45,,"Nederland
België
Duitsland
Rest van EU
Wereldwijd",,,,,,,Done,4.1,50,"5/5 - Nidia Van der vecht (een maand geleden): Kort geleden mijn eerste bestelling geplaatst.
Door een fout bij DHL mijn bestelling niet ontvangen, nadat ik dit bij Natuurlijk Presteren had gemeld is mijn bestelling direct opnieuw verzonden.

Super goede service!",4/5 - Nathalie Lammers-Simons (2 maanden geleden): Ik heb Frambomega en Alfa- Focus besteld. De frambomega sprak mij aan omdat de visolie naar framboos zou smaken en niet naar vis. Helaas bij de eerste  dosering een hele sterke vissige smaak en geen framboos. Contact gehad met de klantenservice en ze,"5/5 - Leo Stokkers (3 maanden geleden): Ik persoonlijk ben zeer tevreden met Natuurlijk Presteren.
Ze leveren snel en keurig op de afgesproken tijd.
De producten zijn voor mij goed.
Ik heb het voor mijn bloedsuikerspiegel(Berberine Premium) en cholesterol premium,
Ik voel me er goed bij om","Ramgatseweg 11H, 4941 VN Raamsdonksveer, Nederland",ChIJR-oLZYibxkcRZ_WaWV23tIM,Complete,,,,,,,https://www.trustpilot.com/review/natuurlijkpresteren.nl,Failed,TRUE,37,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS, MESSENGER",2026-03-06,Yes,4369,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1933891866839417,1933891866839417,TRUE,AR15511961721710313473,2026-03-06,Yes, Prospect Found,,,,,,,,,,,,,,,,,,,,
65%,Dailipharma,https://dailipharma.com/ ,65,100,"Dailipharma scoorde hoog op klanttevredenheid en online advertenties, wat hun zichtbaarheid en reputatie versterkt. Echter, de beperkte SKU's en het formaat van hun grootste product zijn belangrijke verbeterpunten.",Colageen,2026-03-13 13:15:41,Vloeibare voedingssupplementen,8,Daili Movement,https://dailipharma.com/en/products/daili-movement,700 x 10 x 10mm,880g,Daili Defence (Immunity) | 4 weeks box,https://dailipharma.com/en/products/daili-defence-immunity,700 x 10 x 10mm,880g,Daili Movement,https://dailipharma.com/en/products/daili-movement,700 x 10 x 10mm,880g,Daili Defence (Immunity) | 4 weeks box,https://dailipharma.com/en/products/daili-defence-immunity,700 x 10 x 10mm,880g,"null, null, null, België",21:00,"Voor 21:00 besteld, volgende werkdag in huis",,,,,,,,Done,4.7,20,"4/5 - Hilde Luycx (4 maanden geleden): Reeds 2 weken de dailimovement genomen, voel reeds minder rugpijn(artrose), een aanrader.
Heb wel nog een vraagje, ik zou ook,de dailiglow willen proberen maar daar zit ook collageen peptiden in net zoals in de movement , word dit dan niet teveel col","5/5 - Joachim De Veirman (5 maanden geleden): De ervaring begon slecht omdat ik voor niks heel ver ben gereden om het artikel op te halen. Het afhaalpunt was onvindbaar maar het bleek achteraf hun kantoor te zijn dat gesloten is op zaterdag.
Dailipharma is hier wel zeer goed mee omgegaan, men he","5/5 - Rita Clerbaut (7 maanden geleden): Ik gebruik nu sinds 2 maanden daili movement merk echt het verschil, stijfheid; stramheid is weg,.  Dit product ook aangeraden aan mijn mama ook zij is er zeer tevreden over het feit dat ze minder pijntjes en beter kan bewegen. top product.","Doorniksestraat 27, 8500 Kortrijk, België",ChIJh3V2srg7w0cRljDfX-Z9p14,Complete,4.5,219,"5/5 - I've been taking the sleep vials for ten days and my sleep increased from 4-5 hours/night to 8 hours/night. Energy is up. Great product. I highly recommend it.  - September 5, 2024","5/5 - Highly recommend it. - May 30, 2024","5/5 - I take the daili sleep shot everyday an hour before bedtime. What I find so great about the shots is that it contains all the ingredients that I take individually. As of this moment I take it in combination with daili defence. The shots can be combined so this is a great plus. - January 2, 2024",,https://www.trustpilot.com/review/dailipharma.com,Complete,TRUE,143,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-11,Yes,1733,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=170097266179349,170097266179349,TRUE,AR02697112914971590657,2026-03-10,Yes,4,Mathias,Vancauwenberghe,Co-founder,https://www.linkedin.com/in/mathias-vancauwenberghe-8285b81a2,Iwert,Goossens,Co-founder,https://www.linkedin.com/in/iwert-goossens-637296142,Kim,De Dycker,Co-Founder,https://www.linkedin.com/in/kimdedycker,Lander,Tibergyn,Mede-oprichter Dailipharma,https://www.linkedin.com/in/lander-tibergyn-676559a6,,,,
66%,BBODY,https://bbody.com/ ,49,74,"BBODY scoorde hoog op klanttevredenheid en productgewicht, maar mist gegevens over de grootste productafmetingen en adverteert niet op Meta of Google, wat hun score aanzienlijk beïnvloedt.",Colageen,2026-03-13 13:15:47,"Functionele sappen, supplementen en accessoires",79,Ginger + Turmeric Shot,https://bbody.com/en/products/shot-box-12-stuks,,60g,21 day march challenge (3 day Juice Cleanse + Teatox Easy Digest + Debloat Shake + Meal Plan),https://bbody.com/en/products/21-day-challenge-afvallen-pakket,,,Matcha Whisk,https://bbody.com/en/products/matcha-whisk,,50g,Matcha Scented Candle,https://bbody.com/en/products/matcha-candle,87x100x87mm,280g,"null, null, null, null",,Orders in Nederland en België: 1-2 werkdagen. Rest van Europa: 3-5 werkdagen.,"België
Nederland
Europa",https://www.instagram.com/bbody.eu/,,,,,,Done,4.9,156,5/5 - Julie Goedgezelschap (een maand geleden): Ik gebruik al een tijdje de collageen en merk dat mijn huid zichtbaar beter is! De matcha & de blue matcha zijn ook top. Klantenservice is heel goed & super vriendelijk!,"5/5 - Maïté De Munter (3 maanden geleden): Ik ben heel tevreden over de producten van Bbody. Alles is van uitstekende kwaliteit.
Ik gebruik de matcha, blue matcha, collageen, thee en af en toe een 3-daagse juicekuur.
Bij vragen word je altijd snel en vriendelijk geholpen, de service is echt t","5/5 - Kendra Maes (4 maanden geleden): Ik gebruik al sinds het begin de collageen, tra vinegar, nadh,shake, rijstwater, matcha en blauwe matcha, mijn huid is nooit zo goed geweest en ik voel me goed in mijn vel. Ik ben echt blij met mijn lifestyle 🥰","Bethaniëlei 35, 2970 Schilde, België",ChIJeR_t2_kBxEcRehpmHTl1M4c,Complete,4.8,552,"5/5 - I love the 3 day juice cleanse: I feel so light and energised afterwards. I am having a hip replacement on Monday and decided to take the juices during the 3 days before the operation, as I am so determined to get back on my feet in the shortest possible time.  - November 13, 2025","5/5 - Loved it since the very first moment . Even my husband who was very sceptical about it is now using the products. The juices , the collageen, the protein powder , the Nad powder , the spermidine capsules , the blood balance capsules. We are very happy with all these things 👌👌 - November 4, 2025","5/5 - I have a muscle and nerve illness and I have to admit that when I change my routine or stop for a while I feel the difference in my energy levels and fitness of my body and skin. - November 11, 2025",,https://www.trustpilot.com/review/bbody.com,Complete,FALSE,0,,,,,,101477835358923,FALSE,search_8A9g6Ov07XH8QoBEz4JlbW2m,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
35%,Vitaminlovers,https://www.vitaminlovers.com/ ,17,49,"Vitaminlovers scoorde goed op het aantal SKU's, maar mist cruciale gegevens zoals grootste productafmetingen en online beoordelingen. Het ontbreken van advertenties op Meta en Google beïnvloedt hun zichtbaarheid negatief.",Colageen,2026-03-13 13:15:55,Vitamine en supplementen,79,VitamineLovers Gummies - WEERSTAND STEUN GUMMIES,https://www.vitaminlovers.com/nl/vitaminelovers-gummies-weerstand-steun-gummies.html?show=1,70 x 139mm,,SportSupplementsXL - MASS GAINER BANAAN,https://www.vitaminlovers.com/nl/vitaminlovers-nutrition-mass-gainer-banaan.html?show=1,50 x 139mm,,VitamineLovers Gummies - WEERSTAND STEUN GUMMIES,https://www.vitaminlovers.com/nl/vitaminelovers-gummies-weerstand-steun-gummies.html?show=1,,2g,SportSupplementsXL - MASS GAINER BANAAN,https://www.vitaminlovers.com/nl/vitaminlovers-nutrition-mass-gainer-banaan.html?show=1,,3000g,"null, null, null, null",,,,,,,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/vitaminlovers.com,Failed,FALSE,0,,,,,,,FALSE,search_mR5DzpePyDIpNxM9y4YdGQno,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
69%,Vitaily,https://vitaily.nl/ ,37,54,"Vitaily scoorde hoog op klanttevredenheid met uitstekende Google-beoordelingen, maar mist cruciale gegevens over productgrootte en gewicht. Het ontbreken van informatie over TP-rating en -reviews beïnvloedt de score negatief.",Colageen,2026-03-13 13:16:02,Voedingssupplementen in dagzakjes,8,Vitaily Membership flexibel,https://vitaily.nl/afrekenen/?add-to-cart=108135&quantity=1,,,Vitaily Membership jaar,https://vitaily.nl/afrekenen/?add-to-cart=108137&quantity=1,,,Vitaily Membership flexibel,https://vitaily.nl/afrekenen/?add-to-cart=108135&quantity=1,,,Vitaily Membership jaar,https://vitaily.nl/afrekenen/?add-to-cart=108137&quantity=1,,,"Gerrit van Assendelftstraat 36, 1964 NL, Heemskerk, Nederland",,Vandaag besteld = morgen in huis,Europa,https://www.instagram.com/vitaily,,,,,,Done,4.8,247,"1/5 - Dennis Nijholt (3 maanden geleden): Zeer slecht op te zeggen, zelfs als het account op pauze staat word vrolijk 132 euro afgeschreven en nieuwe batch verzonden. Op de website is het niet vindbaar om hiervan af te komen.","5/5 - Tuur de Ridder (5 maanden geleden): De Vitaily vitamines gebruik ik al enige tijd en zijn de goede aanvulling op mijn voeding.
Ik merk het verschil in energie en voel me fitter nu ik de vier tabletten dagelijks gebruik.
Een aanrader voor een ieder.
Voor slechts €2 per dag investeer je ","5/5 - Roos (8 maanden geleden): Ik gebruik Vitaily al 3 jaar en ben super tevreden. Nooit meer ziek en geen hoofdpijn meer tijdens mijn menstruatie. Na 1 maand al verbetering, en na 3 maanden helemaal weg. Ik wil niet meer zonder.","Hogeweg 228, 3815 LZ Amersfoort, Nederland",ChIJWxIgv6bxxUcR5-d3jdvI8FU,Complete,,,/5 -   - ,/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/vitaily.nl,Complete,TRUE,91,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",2026-03-11,No,2086,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=105529857690726,105529857690726,TRUE,AR02441334452714995713,2026-03-11,Yes,2,Anita,van Schie,Daily Manager - dagelijkse beslissingen & operations,https://www.linkedin.com/in/anita-van-schie-82448417,Yentl,van Busschbach,Marketingmanager,https://www.linkedin.com/in/yentlvanbusschbach,,,,,,,,,,,,
78%,RevitalTrax,https://nl.revitaltrax.com/ ,56,72,"RevitalTrax scoorde hoog door uitstekende Google-beoordelingen en actieve Meta-advertenties, wat wijst op sterke klanttevredenheid en marketinginspanningen. Het ontbreken van gegevens over de grootste productgrootte en TP-rating/reviews beïnvloedde de score negatief. Bovendien is er geen gebruik van Google Ads, wat een gemiste kans voor zichtbaarheid kan zijn.",Colageen,2026-03-13 13:16:09,Collageensupplementen en huidverzorging,99,Mini - Vitamin-C Serum,https://nl.revitaltrax.com/products/mini-vitamin-c-serum,,10g,Anti-Hair Loss Bundle - 3 Shampoo & 3 Conditioner,https://nl.revitaltrax.com/products/anti-hair-loss-bundle-3-shampoo-3-conditioner,,1500g,5 x Hyaluronic Sheet Masks,https://nl.revitaltrax.com/products/hyaluronic-bundel-day-night-cream-serum-sheet-masks,,5g,Anti-Hair Loss Bundle - 3 Shampoo & 3 Conditioner,https://nl.revitaltrax.com/products/anti-hair-loss-bundle-3-shampoo-3-conditioner,,1500g,"Minervum 7030, 4817 ZL, Breda, Nederland",14:00,,"Nederland
België
Duitsland
Overige landen in Europa
Overige landen buiten Europa",https://instagram.com/revitaltraxcosmetics,,,,,,Done,4.7,291,"5/5 - Patricia Musters (2 weken geleden): IK ben heel erg blij met mijn revital trax produkten. MIjn huid is rustiger, gladder en voelt goed aan. Bovendien zijn de producten prettig in gebruik.","5/5 - Connie van Dam (een maand geleden): Ik gebruik sinds anderhalf jaar de dag en nachtcrème van RevitalTrax, en ik merk dat mijn huid stralender is en dat de fijne lijntjes verzachten. Aangezien ik zo tevreden ben op deze producten ben ik ook met andere gezicht producten van RevitalTrax b","5/5 - Danielle Brauers (een maand geleden): Een jaar geleden kwam ik via Instagram bij Revitaltrax terecht.Ik was meteen onder de indruk van hun visie over huidverzorging en ben begonnen met de Peptide booster cream, deze heeft een aangename neutrale geur en voelt lekker hydraterend ,hij smeer","Minervum 7030, 4817 ZL Breda, Nederland",ChIJlVyKsOafxkcR3omNTsndzqY,Complete,,,,,,,https://www.trustpilot.com/review/nl.revitaltrax.com,Failed,TRUE,74,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-11,Yes,24730,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=768645030165766,768645030165766,FALSE,search_pVr1MO4QrQFD67bADvblzoE9,,,0,,,,,,,,,,,,,,,,,,,,
48%,Celestetic,https://celestetic.be/ ,39,82,"Celestetic scoort goed op productafmetingen en gewicht, wat logistiek voordelig is. Echter, het lage aantal SKU's en het ontbreken van online advertenties en beoordelingen van derden beïnvloeden de score negatief.",Colageen,2026-03-13 13:16:17,Cosmeceuticals en nutraceuticals voor huidverzorging,2,Hair Boost,https://celestetic.be/nl/haarversterking/,,,Hair Stamp,https://celestetic.be/nl/haar-stempel/,150 x 30 x 30mm,,Hair Boost,https://celestetic.be/nl/haarversterking/,,100g,Hair Stamp,https://celestetic.be/nl/haar-stempel/,,200g,"null, null, null, null",,,,,,,,,,Done,4.8,27,"1/5 - Alexis1905 Vzdi (2 jaar geleden): Huidpenetratie is verboden voor schoonheidsspecialisten volgens de nieuwste Europese verordening van 1 december 2022, van kracht vanaf juni 2023.
Microneedling is daarom nu uitsluitend voorbehouden aan artsen en verboden voor schoonheidsspecialisten.","5/5 - Rose Mercier (2 jaar geleden): Celestetic is een uiterst professionele schoonheidskliniek. De behandelingen zijn zeer effectief en de voor- en nafoto's van de radiofrequentie zijn ronduit verbluffend. Maar als dit centrum zo geweldig is, dan is dat vooral te danken aan de kleine f","5/5 - Sara Ebru EB (3 jaar geleden): Ik ben zeer tevreden met het resultaat op mijn huid. Na slechts een paar sessies is het resultaat echt zichtbaar. Ik kan nu zonder make-up de deur uit, wat ik al heel lang niet meer heb gekund.
Coline is ongelooflijk vriendelijk en zeer professioneel","Belgicastraat 9/Floor 3, 1930 Zaventem, België",ChIJ3TwSZC7Xw0cR03Te0tit8IM,Complete,,,,,,,https://www.trustpilot.com/review/celestetic.be,Failed,FALSE,0,,,,,,330593383738848,FALSE,search_z9qLVyexP1TNGB53leMEoPrY,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
83%,Vitalize,https://www.vitalize.nl/ ,64,77,Vitalize scoorde hoog dankzij uitstekende Google-beoordelingen en actieve advertenties op Meta en Google. Het ontbreken van gegevens over de grootste productafmetingen en Trustpilot-beoordelingen beïnvloedde de score negatief.,Colageen,2026-03-13 13:16:24,Voedingssupplementen en vitaminen,78,"Melatonine Kids 0,299 mg",https://www.vitalize.nl/productoverzicht/vitalize-melatonine-kids-0299mg.html,20 x 20 x 40mm,30g,GlucoMotion® Siroop,https://www.vitalize.nl/productoverzicht/vitalize-glucomotion-siroop-keuze.html,,,"Melatonine Kids 0,299 mg",https://www.vitalize.nl/productoverzicht/vitalize-melatonine-kids-0299mg.html,20 x 20 x 40mm,30g,Vitalize BCAA poeder,https://www.vitalize.nl/productoverzicht/bcaa-poeder.html,,1000g,"Galvaniweg 15, 4207 HL, Gorinchem, Nederland",17:00,"Voor 17.00 uur besteld, vandaag verstuurd","Nederland
België
Duitsland",,,,,,,Done,4.8,305,"1/5 - Ron de Bruijn (6 maanden geleden): Er worden beloften gedaan over bezorging die niet na kunnen worden nagekomen en wanneer je er iets van zegt krijg je van iemand die de middelbare school niet te lijkt hebben afgemaakt een ontwijkend antwoord.

Webshop voldoet ook niet aan wetgeving.
","1/5 - Gió Ballirano (8 maanden geleden): De producten zijn niet slecht, behalve dat je om een ​​dagelijkse dosis te bereiken vaak 3 of 4 capsules moet innemen, dus als je 3 of 4 supplementen per dag slikt, prop je jezelf vol met capsules. Maar het probleem met dit bedrijf is iets anders: De","1/5 - Francis de Clonie Mac Lennan (een jaar geleden): 1 ster is eigenlijk al te veel, producten misschien goed maar wat een waardeloze organisatie, product in de prullenbak gegooid en wil nooit meer iets mee te maken hebben, sturen te veel materialen op en moet het op eigen kosten terugsturen en dreigen","Galvaniweg 15, 4207 HL Gorinchem, Nederland",ChIJOxqV63qJxkcRGZvjYVNNt5k,Complete,3,,"5/5 - Thank you for the free shipping through their website. When I had a problem, I contacted them via WhatsApp and they resolved it quickly. Thanks.  - October 10, 2025",/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/vitalize.nl,Complete,TRUE,47,"FACEBOOK, INSTAGRAM",2026-03-11,Yes,1217,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1131735850170024,1131735850170024,TRUE,AR05156030379680858113,2026-03-11,Yes,0,,,,,,,,,,,,,,,,,,,,
76%,Sarasin,https://www.sarasin.shop/ ,55,72,"Sarasin scoorde hoog dankzij een volledig assortiment aan SKU's en een uitstekende Google-beoordeling. Echter, het ontbreken van gegevens over de grootste productafmetingen en TP-rating, evenals het niet adverteren via Google, drukten de score aanzienlijk.",Colageen,2026-03-13 13:16:30,Medical grade skincare en supplementen,20,Smooth Operator Retinol Serum,https://www.sarasin.shop/en/products/retinol-serum,30ml,,Double Cleansing Duo,https://www.sarasin.shop/en/products/double-cleansing-duo,300ml,,Sarasin Collagen Tripeptide,https://www.sarasin.shop/en/products/collageen,,10.2g,Acne & Balance Set,https://www.sarasin.shop/en/products/acne-balance-set,,450g,"null, null, null, null",22:00,,,,,https://www.youtube.com/channel/UCplWONtZ8vtUTWepn4reJgA,https://www.tiktok.com/@sarasinclinic,,,Done,4.5,373,"1/5 - Arzu Pashova (een maand geleden): Ik wil hierbij mijn ontevredenheid uiten over de behandelingen Deep Clean en Pink Infusion die ik in uw kliniek (Sarasin kliniek) heb ondergaan.

Na de behandeling heb ik helaas nog steeds veel mee-eters. Mijn huid vertoont geen enkele verbetering; i",5/5 - Yarni Aerts (een maand geleden): Ik ben hier geweest voor een traangootfiller bij Dr Van Gasse. Het was de eerste keer dat ik zo een behandeling liet doen (heb zelf nog nooit eerder iets laten doen) en was uiteraard een beetje bang aangezien je online veel dingen ziet die ook niet g,"1/5 - Jolien Comeyne (een maand geleden): Onlangs langs geweest voor BOTOX en ik zag gewoon geen resultaat.. ondanks de aangeboden bijwerking (waarvoor ik 2x ben moeten terug rijden, want 1x was er geen dokter aanwezig). 2 weken na de bijwerking zie je op een video waarin ik praat hoe mijn v","Kortrijksesteenweg 20, 9830 Sint-Martens-Latem, België",ChIJn7MkNYpzw0cRdYXhysCUh7o,Complete,,,,,,,https://www.trustpilot.com/review/sarasin.shop,Failed,TRUE,13,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-11,Yes,88,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=712768125254755,712768125254755,TRUE,AR02551392955315257345,2025-09-22,No,No Prospects Found,,,,,,,,,,,,,,,,,,,,
